Context acc. pre	Context acc. post	Test acc. pre	Test acc. post	
0.388889	0.422222	0.434107	0.442482	
0.533333	0.533333	0.559939	0.566801	
0.611111	0.633333	0.611504	0.618063	
0.822222	0.855556	0.835015	0.838446	
0.900000	0.922222	0.893037	0.893946	
0.944444	0.944444	0.894955	0.896065	
0.833333	0.844444	0.889606	0.890313	
0.833333	0.833333	0.864379	0.867205	
0.700000	0.700000	0.726337	0.729869	
0.633333	0.633333	0.642079	0.648133	
0.555556	0.600000	0.608375	0.614934	
0.633333	0.666667	0.675076	0.680424	
0.777778	0.777778	0.705550	0.708880	
0.855556	0.877778	0.802422	0.806054	
0.933333	0.933333	0.884965	0.887084	
0.822222	0.833333	0.886377	0.887992	
0.900000	0.900000	0.859939	0.863068	
0.800000	0.822222	0.837941	0.839758	
0.688889	0.700000	0.754289	0.759031	
0.511111	0.533333	0.563068	0.572048	
